tab_id	word	niu	yunbu	she	hu	deng	tone	chong	fanqie	flag	expl	ipa	jp	bwipa	bwjp
12327	僆	來	仙	山	開	三	上	X	力展	2	畜雙生子	lin24	lin5	lin24	lin5
12328	摙	來	仙	山	開	三	上	X	力展	2	擔運物也	lin24	lin5	lin24	lin5
12329	蓮	來	仙	山	開	三	上	X	力展	2	蓮芍縣名在馮翊又音憐	lin24	lin5	lin24	lin5
12330	膦	來	仙	山	開	三	上	X	力展	1	膦輭無力	lin24	lin5	lin24	lin5
12331	齴	疑	仙	山	開	三	上	B	魚蹇	1	齒露魚蹇切七	jin24	jin5		njin5
12332	巘	疑	仙	山	開	三	上	B	魚蹇	2	山峯	jin24	jin5		njin5
12333	遃	疑	仙	山	開	三	上	B	魚蹇	1	行皃	jin24	jin5		njin5
12334	嵃	疑	仙	山	開	三	上	B	魚蹇	1	㟞嵃山形	jin24	jin5		njin5
12335	讞	疑	仙	山	開	三	上	B	魚蹇	2	議獄	jin24	jin5		njin5
12336	𤫣	疑	仙	山	開	三	上	B	魚蹇	1	玉甑	jin24	jin5		njin5
12337	甗	疑	仙	山	開	三	上	B	魚蹇	3	器也周禮曰陶人爲甗甗無底甑也	jin24	jin5		njin5
12338	件	群	仙	山	開	三	上	B	其輦	1	分次也其輦切四	kin22	gin6	kin22	gin6
12339	𡾰	群	仙	山	開	三	上	B	其輦	2	𡾰嵼又音蹇	kin22	gin6	kin22	gin6
12340	鍵	群	仙	山	開	三	上	B	其輦	3	管籥	kin22	gin6	kin22	gin6
12341	鑳	群	仙	山	開	三	上	B	其輦	1	上同（管籥）	kin22	gin6	kin22	gin6
12342	辯	並	仙	山	開	三	上	B	符蹇	1	別也理也慧也說文治也符蹇切五	pin22	bin6	pin22	bin6
12343	𧦪	並	仙	山	開	三	上	B	符蹇	1	俗（別也理也慧也說文治也符蹇切五）	pin22	bin6	pin22	bin6
12344	辡	並	仙	山	開	三	上	B	符蹇	2	罪人相訟又方免切	pin22	bin6	pin22	bin6
12345	辨	並	仙	山	開	三	上	B	符蹇	2	別也說文判也又蒲莧切	pin22	bin6	pin22	bin6
12346	諞	並	仙	山	開	三	上	B	符蹇	3	巧佞言也又符沔切	pin22	bin6	pin22	bin6
12347	緬	明	仙	山	開	三	上	A	彌兗	1	遠也說文曰微絲也彌兗切十	min24	min5	min24	min5
12348	沔	明	仙	山	開	三	上	A	彌兗	1	漢水別名亦州名春秋鄖國之地戰國時屬楚秦屬南郡武德初平朱粲置沔州	min24	min5	min24	min5
12349	汅	明	仙	山	開	三	上	A	彌兗	1	俗（漢水別名亦州名春秋鄖國之地戰國時屬楚秦屬南郡武德初平朱粲置沔州）	min24	min5	min24	min5
12350	湎	明	仙	山	開	三	上	A	彌兗	1	沈湎	min24	min5	min24	min5
12351	愐	明	仙	山	開	三	上	A	彌兗	1	思也	min24	min5	min24	min5
12352	黽	明	仙	山	開	三	上	A	彌兗	3	黽池縣名在河南府俗作澠又忘忍切	min24	min5	min24	min5
12353	𩋠	明	仙	山	開	三	上	A	彌兗	1	靼靻名也	min24	min5	min24	min5
12354	偭	明	仙	山	開	三	上	A	彌兗	2	背也	min24	min5	min24	min5
12355	勔	明	仙	山	開	三	上	A	彌兗	1	勉也	min24	min5	min24	min5
12356	𢃮	明	仙	山	開	三	上	A	彌兗	1	幕出玉篇	min24	min5	min24	min5
12357	褊	幫	仙	山	開	三	上	A	方緬	1	衣急方緬切二	pin35	bin2	pin33	bin2
12358	㦚	幫	仙	山	開	三	上	A	方緬	2	憂也亦曰急也	pin35	bin2	pin33	bin2
12359	臇	精	仙	山	合	三	上	X	子兗	2	𦞦少汁也子兗切三	tʃyn35	zyun2	tʃyn33	zyun2
12360	𤎱	精	仙	山	合	三	上	X	子兗	2	上同（𦞦少汁也子兗切三）	tʃyn35	zyun2	tʃyn33	zyun2
12361	𧕣	精	仙	山	合	三	上	X	子兗	1	蟲食	tʃyn35	zyun2	tʃyn33	zyun2
12362	雋	從	仙	山	合	三	上	X	徂兗	1	鳥肥也又姓漢有雋不疑徂兗切五	tʃyn22	zyun6	tʃyn22	zyun6
12363	隽	從	仙	山	合	三	上	X	徂兗	1	俗（鳥肥也又姓漢有雋不疑徂兗切五）	tʃyn22	zyun6	tʃyn22	zyun6
12364	𤺻	從	仙	山	合	三	上	X	徂兗	1	大痒	tʃyn22	zyun6	tʃyn22	zyun6
12365	吮	從	仙	山	合	三	上	X	徂兗	2	欶也又徐兗切	tʃyn22	zyun6	tʃyn22	zyun6
12366	𦼱	從	仙	山	合	三	上	X	徂兗	1	葍𦼱菜名	tʃyn22	zyun6	tʃyn22	zyun6
12367	辡	幫	仙	山	開	三	上	B	方免	2	罪人相訟方免切又符蹇切四	pin35	bin2	pin33	bin2
12368	䁵	幫	仙	山	開	三	上	B	方免	1	蔽目說文曰兒初生蔽目者	pin35	bin2	pin33	bin2
12369	覸	幫	仙	山	開	三	上	B	方免	3	視皃	pin35	bin2	pin33	bin2
12370	鴘	幫	仙	山	開	三	上	B	方免	2	埤蒼云鷹鷂二年色又云人姓	pin35	bin2	pin33	bin2
12371	兗	以	仙	山	合	三	上	X	以轉	1	州名尚書禹貢曰濟河惟兗州武王封周公於曲阜爲魯公秦爲薛郡後魏置南兗州於譙城又置西兗州於定陶城隋改爲魯州武德初平徐圓朗復爲兗州又姓出姓苑以轉切十	jyn24	jyun5	jyn24	jyun5
12372	渷	以	仙	山	合	三	上	X	以轉	1	濟水別名出王屋山	jyn24	jyun5	jyn24	jyun5
12373	沇	以	仙	山	合	三	上	X	以轉	1	上同（濟水別名出王屋山）	jyn24	jyun5	jyn24	jyun5
12374	𢯻	以	仙	山	合	三	上	X	以轉	1	動也	jyn24	jyun5	jyn24	jyun5
12375	抁	以	仙	山	合	三	上	X	以轉	1	上同（動也）	jyn24	jyun5	jyn24	jyun5
12376	𦳆	以	仙	山	合	三	上	X	以轉	2	草名	jyn24	jyun5	jyn24	jyun5
12377	馻	以	仙	山	合	三	上	X	以轉	2	馬逆毛	jyn24	jyun5	jyn24	jyun5
12378	㕣	以	仙	山	合	三	上	X	以轉	1	山澗泥也	jyn24	jyun5	jyn24	jyun5
12379	𦁙	以	仙	山	合	三	上	X	以轉	1	紖𦁙	jyn24	jyun5	jyn24	jyun5
12380	𩘍	以	仙	山	合	三	上	X	以轉	2	小風	jyn24	jyun5	jyn24	jyun5
12381	臠	來	仙	山	合	三	上	X	力兗	2	肉臠說文曰臞也一曰切肉也力兗切四	lyn24	lyun5	lyn24	lyun5
12382	孌	來	仙	山	合	三	上	X	力兗	2	美好	lyn24	lyun5	lyn24	lyun5
12383	𡡗	來	仙	山	合	三	上	X	力兗	1	從也	lyn24	lyun5	lyn24	lyun5
12384	脟	來	仙	山	合	三	上	X	力兗	2	割也	lyn24	lyun5	lyn24	lyun5
12385	轉	知	仙	山	合	三	上	X	陟兗	2	動也運也陟兗切二	tʃyn35	zyun2	tʃyn33	zyun2
12386	𣓧	知	仙	山	合	三	上	X	陟兗	1	乘𣓧	tʃyn35	zyun2	tʃyn33	zyun2
12387	卷	見	仙	山	合	三	上	B	居轉	4	卷舒說文曰膝曲也居轉切六	kyn35	gyun2	kyn33	gyun2
12388	菤	見	仙	山	合	三	上	B	居轉	1	菤耳苓耳	kyn35	gyun2	kyn33	gyun2
12389	韏	見	仙	山	合	三	上	B	居轉	3	爾雅曰革中辨謂之韏車上所用皮也辨音片	kyn35	gyun2	kyn33	gyun2
12390	𨹵	見	仙	山	合	三	上	B	居轉	1	河東安邑聚名	kyn35	gyun2	kyn33	gyun2
12391	捲	見	仙	山	合	三	上	B	居轉	3	捲衣	kyn35	gyun2	kyn33	gyun2
12392	埢	見	仙	山	合	三	上	B	居轉	1	冢土	kyn35	gyun2	kyn33	gyun2
12393	圈	群	仙	山	合	三	上	B	渠篆	3	說文曰養畜閑也渠篆切又求晚切三	kyn22	gyun6	kyn22	gyun6
12394	蔨	群	仙	山	合	三	上	B	渠篆	2	爾雅曰蔨鹿𧆑	kyn22	gyun6	kyn22	gyun6
12395	𦳆	群	仙	山	合	三	上	B	渠篆	2	耎也	kyn22	gyun6	kyn22	gyun6
12396	輭	日	仙	山	合	三	上	X	而兗	1	柔也或从需餘同而兗切十七	jyn24	jyun5	ȵyn24	njyun5
12397	軟	日	仙	山	合	三	上	X	而兗	1	俗（柔也或从需餘同而兗切十七）	jyn24	jyun5	ȵyn24	njyun5
12398	蝡	日	仙	山	合	三	上	X	而兗	2	蟲動	jyn24	jyun5	ȵyn24	njyun5
12399	㮕	日	仙	山	合	三	上	X	而兗	1	紅藍又㮕棗也	jyn24	jyun5	ȵyn24	njyun5
12400	䓴	日	仙	山	合	三	上	X	而兗	1	木耳	jyn24	jyun5	ȵyn24	njyun5
12401	碝	日	仙	山	合	三	上	X	而兗	1	碝石次玉	jyn24	jyun5	ȵyn24	njyun5
12402	瑌	日	仙	山	合	三	上	X	而兗	2	上同（碝石次玉）	jyn24	jyun5	ȵyn24	njyun5
12403	愞	日	仙	山	合	三	上	X	而兗	3	愞弱又奴亂反	jyn24	jyun5	ȵyn24	njyun5
12404	腝	日	仙	山	合	三	上	X	而兗	3	脚疾	jyn24	jyun5	ȵyn24	njyun5
12405	䞂	日	仙	山	合	三	上	X	而兗	1	䞂小有財物也	jyn24	jyun5	ȵyn24	njyun5
12406	耎	日	仙	山	合	三	上	X	而兗	1	說文曰稍前大也	jyn24	jyun5	ȵyn24	njyun5
12407	𢘎	日	仙	山	合	三	上	X	而兗	1	弱皃	jyn24	jyun5	ȵyn24	njyun5
12408	㞋	日	仙	山	合	三	上	X	而兗	2	弱也又尼展切	jyn24	jyun5	ȵyn24	njyun5
12409	偄	日	仙	山	合	三	上	X	而兗	2	敬也亦弱也	jyn24	jyun5	ȵyn24	njyun5
12410	㼱	日	仙	山	合	三	上	X	而兗	3	柔韋又作𠤦見經典	jyn24	jyun5	ȵyn24	njyun5
12411	𤲬	日	仙	山	合	三	上	X	而兗	4	城下田也	jyn24	jyun5	ȵyn24	njyun5
12412	緛	日	仙	山	合	三	上	X	而兗	1	衣縫也	jyn24	jyun5	ȵyn24	njyun5
12413	舛	昌	仙	山	合	三	上	X	昌兗	1	剝也說文曰對臥也從夂㐄相背夂中几切㐄口瓦切昌兗切四	tʃʰyn35	cyun2	tʃʰyn33	cyun2
12414	喘	昌	仙	山	合	三	上	X	昌兗	1	喘息說文曰疾息也	tʃʰyn35	cyun2	tʃʰyn33	cyun2
12415	荈	昌	仙	山	合	三	上	X	昌兗	1	茗草名	tʃʰyn35	cyun2	tʃʰyn33	cyun2
12416	㪜	昌	仙	山	合	三	上	X	昌兗	3	揣也又初委切	tʃʰyn35	cyun2	tʃʰyn33	cyun2
12417	膞	禪	仙	山	合	三	上	X	市兗	3	切肉市兗切七	ʃyn22	syun6	ʃyn22	syun6
12418	腨	禪	仙	山	合	三	上	X	市兗	1	腨腸	ʃyn22	syun6	ʃyn22	syun6
12419	鄟	禪	仙	山	合	三	上	X	市兗	3	地名	ʃyn22	syun6	ʃyn22	syun6
12420	𡭐	禪	仙	山	合	三	上	X	市兗	1	說文曰小巵有蓋也	ʃyn22	syun6	ʃyn22	syun6
12421	歂	禪	仙	山	合	三	上	X	市兗	2	口氣引皃	ʃyn22	syun6	ʃyn22	syun6
12422	踹	禪	仙	山	合	三	上	X	市兗	2	腳跟	ʃyn22	syun6	ʃyn22	syun6
12423	𦺲	禪	仙	山	合	三	上	X	市兗	1	草名生處無魚	ʃyn22	syun6	ʃyn22	syun6
12424	篆	澄	仙	山	合	三	上	X	持兗	1	篆書持兗切七	tʃyn22	zyun6	tʃyn22	zyun6
12425	瑑	澄	仙	山	合	三	上	X	持兗	1	璧上文也	tʃyn22	zyun6	tʃyn22	zyun6
12426	沌	澄	仙	山	合	三	上	X	持兗	3	水名在江夏又徒混切	tʃyn22	zyun6	tʃyn22	zyun6
12427	摶	澄	仙	山	合	三	上	X	持兗	2	周禮百羽爲摶十摶爲緷緷音渾又音鮌	tʃyn22	zyun6	tʃyn22	zyun6
12428	𦁆	澄	仙	山	合	三	上	X	持兗	2	上同亦作縳（周禮百羽爲摶十摶爲緷緷音渾又音鮌）	tʃyn22	zyun6	tʃyn22	zyun6
12429	䧘	澄	仙	山	合	三	上	X	持兗	1	道邊埤也	tʃyn22	zyun6	tʃyn22	zyun6
12430	堟	澄	仙	山	合	三	上	X	持兗	1	耕土卷也	tʃyn22	zyun6	tʃyn22	zyun6
12431	剸	章	仙	山	合	三	上	X	旨兗	3	細割旨兗切九	tʃyn35	zyun2	tʃyn33	zyun2
12432	剬	章	仙	山	合	三	上	X	旨兗	2	上同（細割旨兗切九）	tʃyn35	zyun2	tʃyn33	zyun2
12433	孨	章	仙	山	合	三	上	X	旨兗	3	孤露可憐說文曰謹也又莊眷切	tʃyn35	zyun2	tʃyn33	zyun2
12434	鱄	章	仙	山	合	三	上	X	旨兗	2	魚名美也出洞庭湖	tʃyn35	zyun2	tʃyn33	zyun2
12435	竱	章	仙	山	合	三	上	X	旨兗	2	等也	tʃyn35	zyun2	tʃyn33	zyun2
12436	膞	章	仙	山	合	三	上	X	旨兗	3	切肉又市兗切	tʃyn35	zyun2	tʃyn33	zyun2
12437	𨷱	章	仙	山	合	三	上	X	旨兗	1	開閉門利	tʃyn35	zyun2	tʃyn33	zyun2
12438	𡇰	章	仙	山	合	三	上	X	旨兗	1	囚刑固出古今音字	tʃyn35	zyun2	tʃyn33	zyun2
12439	𦓝	章	仙	山	合	三	上	X	旨兗	2	小巵也又之累切	tʃyn35	zyun2	tʃyn33	zyun2
12440	選	心	仙	山	合	三	上	X	思兗	2	擇也思兗切又思絹切又思管切三	ɬyn35	slyun2	ɬyn33	slyun2
12441	𦌔	心	仙	山	合	三	上	X	思兗	3	罟也	ɬyn35	slyun2	ɬyn33	slyun2
12442	𥶷	心	仙	山	合	三	上	X	思兗	1	竹緣	ɬyn35	slyun2	ɬyn33	slyun2
12443	撰	崇	仙	山	合	三	上	X	士免	2	述也定也持也士免切五	tʃyn22	zyun6	tʃyn22	zyun6
12444	僎	崇	仙	山	合	三	上	X	士免	3	具也數也持也又子倫切	tʃyn22	zyun6	tʃyn22	zyun6
12445	𩔊	崇	仙	山	合	三	上	X	士免	1	具也見也	tʃyn22	zyun6	tʃyn22	zyun6
12446	𩻝	崇	仙	山	合	三	上	X	士免	1	魚名	tʃyn22	zyun6	tʃyn22	zyun6
12447	譔	崇	仙	山	合	三	上	X	士免	3	專教也又音詮	tʃyn22	zyun6	tʃyn22	zyun6
12448	蜎	群	仙	山	合	三	上	A	狂兗	3	爾雅曰蜎蠉郭璞云井中小蛣蟩赤蟲一名孑孒又姓漢藝文志有老子弟子楚人蜎淵著蜎子十三篇狂兗切一	kyn22	gyun6	kyn22	gyun6
12449	蠉	曉	仙	山	合	三	上	A	香兗	2	香兗切二	hyn35	hyun2	hyn33	hyun2
12450	𧾣	曉	仙	山	合	三	上	A	香兗	4	走皃	hyn35	hyun2	hyn33	hyun2
12451	楩	並	仙	山	開	三	上	A	符善	2	木名符善切又父綿切四	pin22	bin6	pin22	bin6
12452	㦚	並	仙	山	開	三	上	A	符善	2	急也	pin22	bin6	pin22	bin6
12453	諞	並	仙	山	開	三	上	A	符善	3	巧言	pin22	bin6	pin22	bin6
12454	扁	並	仙	山	開	三	上	A	符善	4	又辮篇二音	pin22	bin6	pin22	bin6
12455	免	明	仙	山	開	三	上	B	亡辨	1	止也黜也脫也去也亦姓左傳衛大夫免餘亡辨切八	min24	min5	min24	min5
12456	娩	明	仙	山	開	三	上	B	亡辨	4	婉娩媚也又音挽	min24	min5	min24	min5
12457	勉	明	仙	山	開	三	上	B	亡辨	1	勖也勸也強也	min24	min5	min24	min5
12458	俛	明	仙	山	開	三	上	B	亡辨	1	俯俛	min24	min5	min24	min5
12459	鮸	明	仙	山	開	三	上	B	亡辨	1	魚名	min24	min5	min24	min5
12460	㝃	明	仙	山	開	三	上	B	亡辨	2	生子㝃身	min24	min5	min24	min5
12461	冕	明	仙	山	開	三	上	B	亡辨	1	冠冕	min24	min5	min24	min5
12462	絻	明	仙	山	開	三	上	B	亡辨	3	上同又音問（冠冕）	min24	min5	min24	min5
12463	搌	徹	仙	山	開	三	上	X	丑善	2	搌𢵈丑善切七	tʃʰin35	cin2	tʃʰin33	cin2
12464	𨩪	徹	仙	山	開	三	上	X	丑善	1	𨩪物令長	tʃʰin35	cin2	tʃʰin33	cin2
12465	𣃘	徹	仙	山	開	三	上	X	丑善	3	旌旗柱又幢徵二音	tʃʰin35	cin2	tʃʰin33	cin2
12466	蕆	徹	仙	山	開	三	上	X	丑善	1	備也一曰去貨	tʃʰin35	cin2	tʃʰin33	cin2
12467	𧈪	徹	仙	山	開	三	上	X	丑善	1	伸行	tʃʰin35	cin2	tʃʰin33	cin2
12468	㢟	徹	仙	山	開	三	上	X	丑善	2	安步行也又丑延切	tʃʰin35	cin2	tʃʰin33	cin2
12469	䩶	徹	仙	山	開	三	上	X	丑善	2	驂具又丑井切	tʃʰin35	cin2	tʃʰin33	cin2
12470	鴘	滂	仙	山	開	三	上	B	披免	2	埤蒼云鷹鷂二年色披免切一	pʰin35	pin2	pʰin33	pin2
12471	㒄	書	仙	山	開	三	上	X	式善	2	說文曰意膬也式善切三		sin2		sin2
12472	㜣	書	仙	山	開	三	上	X	式善	3	女恣態又奴見切		sin2		sin2
12473	䁴	書	仙	山	開	三	上	X	式善	2	視面色變也		sin2		sin2
12474	㫃	影	仙	山	開	三	上	B	於蹇	2	旌旗之皃於蹇切三	jin35	jin2	jin33	jin2
12475	䟍	影	仙	山	開	三	上	B	於蹇	2	走也	jin35	jin2	jin33	jin2
12476	嫣	影	仙	山	開	三	上	B	於蹇	4	長皃	jin35	jin2	jin33	jin2
12477	邅	澄	仙	山	開	三	上	X	除善	3	移行除善切一	tʃin22	zin6	tʃin22	zin6
12478	棧	崇	仙	山	開	三	上	X	士免	3	士免切棚也一	tʃin22	zin6	tʃin22	zin6
12479	篠	心	蕭	效	開	四	上	O	先鳥	1	細竹也先鳥切七	ɬiu35	sliu2	ɬiu33	sliu2
12480	筱	心	蕭	效	開	四	上	O	先鳥	1	上同（細竹也先鳥切七）	ɬiu35	sliu2	ɬiu33	sliu2
12481	𩵌	心	蕭	效	開	四	上	O	先鳥	1	魚名	ɬiu35	sliu2	ɬiu33	sliu2
12482	𧩮	心	蕭	效	開	四	上	O	先鳥	1	誘爲善也又小也	ɬiu35	sliu2	ɬiu33	sliu2
12483	謏	心	蕭	效	開	四	上	O	先鳥	4	上同（誘爲善也又小也）	ɬiu35	sliu2	ɬiu33	sliu2
12484	䃤	心	蕭	效	開	四	上	O	先鳥	2	黑砥石也又思六切	ɬiu35	sliu2	ɬiu33	sliu2
12485	㩋	心	蕭	效	開	四	上	O	先鳥	5	打也	ɬiu35	sliu2	ɬiu33	sliu2
12486	皎	見	蕭	效	開	四	上	O	古了	1	月光詩云月出皎兮古了切十二	kiu35	giu2	kiu33	giu2
12487	璬	見	蕭	效	開	四	上	O	古了	1	佩玉	kiu35	giu2	kiu33	giu2
12488	𢅎	見	蕭	效	開	四	上	O	古了	2	行縢𢅎脛布也	kiu35	giu2	kiu33	giu2
12489	䥵	見	蕭	效	開	四	上	O	古了	2	鐵文又呼了切	kiu35	giu2	kiu33	giu2
12490	㿟	見	蕭	效	開	四	上	O	古了	1	白也又匹白切	kiu35	giu2	kiu33	giu2
12491	皦	見	蕭	效	開	四	上	O	古了	1	明也皎也又珠玉白皃	kiu35	giu2	kiu33	giu2
12492	恔	見	蕭	效	開	四	上	O	古了	1	恔憭慧也	kiu35	giu2	kiu33	giu2
12493	繳	見	蕭	效	開	四	上	O	古了	3	纏也又音酌	kiu35	giu2	kiu33	giu2
12494	䰘	見	蕭	效	開	四	上	O	古了	2	喪之降殺	kiu35	giu2	kiu33	giu2
12495	晈	見	蕭	效	開	四	上	O	古了	1	光明	kiu35	giu2	kiu33	giu2
12496	䘨	見	蕭	效	開	四	上	O	古了	1	小袴	kiu35	giu2	kiu33	giu2
12497	儌	見	蕭	效	開	四	上	O	古了	1	儌抄	kiu35	giu2	kiu33	giu2
12498	鳥	端	蕭	效	開	四	上	O	都了	1	說文曰長尾禽總名也象形都了切九	tiu35	diu2	tiu33	diu2
12499	𢁕	端	蕭	效	開	四	上	O	都了	1	絹布頭也	tiu35	diu2	tiu33	diu2
12500	㣿	端	蕭	效	開	四	上	O	都了	3	垂心	tiu35	diu2	tiu33	diu2
12501	蔦	端	蕭	效	開	四	上	O	都了	2	樹上寄生	tiu35	diu2	tiu33	diu2
12502	釕	端	蕭	效	開	四	上	O	都了	1	釕鈌帶頭飾出聲譜	tiu35	diu2	tiu33	diu2
12503	扚	端	蕭	效	開	四	上	O	都了	2	扚擊	tiu35	diu2	tiu33	diu2
12504	𧜣	端	蕭	效	開	四	上	O	都了	2	短衣	tiu35	diu2	tiu33	diu2
12505	䄪	端	蕭	效	開	四	上	O	都了	1	禾穗垂皃	tiu35	diu2	tiu33	diu2
12506	𠄏	端	蕭	效	開	四	上	O	都了	1	懸皃	tiu35	diu2	tiu33	diu2
12507	了	來	蕭	效	開	四	上	O	盧鳥	1	慧也訖也盧鳥切十四	liu24	liu5	liu24	liu5
12508	蓼	來	蕭	效	開	四	上	O	盧鳥	2	辛菜	liu24	liu5	liu24	liu5
12509	瞭	來	蕭	效	開	四	上	O	盧鳥	2	目睛明也	liu24	liu5	liu24	liu5
12510	镽	來	蕭	效	開	四	上	O	盧鳥	1	镽𨲭長皃𨲭臣夭切	liu24	liu5	liu24	liu5
12511	鄝	來	蕭	效	開	四	上	O	盧鳥	1	地名	liu24	liu5	liu24	liu5
12512	繚	來	蕭	效	開	四	上	O	盧鳥	3	繚繞纏也	liu24	liu5	liu24	liu5
12513	憭	來	蕭	效	開	四	上	O	盧鳥	3	照察	liu24	liu5	liu24	liu5
12514	䑠	來	蕭	效	開	四	上	O	盧鳥	1	玉篇云小船也	liu24	liu5	liu24	liu5
12515	爒	來	蕭	效	開	四	上	O	盧鳥	2	火炙	liu24	liu5	liu24	liu5
12516	𢄺	來	蕭	效	開	四	上	O	盧鳥	2	拭也	liu24	liu5	liu24	liu5
12517	𥗀	來	蕭	效	開	四	上	O	盧鳥	1	𥗀𢁕石垂皃	liu24	liu5	liu24	liu5
12518	撩	來	蕭	效	開	四	上	O	盧鳥	2	抉也又力凋切	liu24	liu5	liu24	liu5
12519	𤁸	來	蕭	效	開	四	上	O	盧鳥	1	水清又小水也	liu24	liu5	liu24	liu5
12520	𧘈	來	蕭	效	開	四	上	O	盧鳥	1	袴也	liu24	liu5	liu24	liu5
12521	朓	透	蕭	效	開	四	上	O	土了	2	月行疾出西方土了切三		tiu2		tiu2
12522	窱	透	蕭	效	開	四	上	O	土了	2	窈窱深遠皃		tiu2		tiu2
12523	䠷	透	蕭	效	開	四	上	O	土了	1	身長皃		tiu2		tiu2
12524	䥵	曉	蕭	效	開	四	上	O	馨皛	2	鐵文馨皛切四	hiu35	hiu2	hiu33	hiu2
12525	曉	曉	蕭	效	開	四	上	O	馨皛	1	曙也明也慧也知也	hiu35	hiu2	hiu33	hiu2
12526	皢	曉	蕭	效	開	四	上	O	馨皛	1	白也	hiu35	hiu2	hiu33	hiu2
12527	膮	曉	蕭	效	開	四	上	O	馨皛	2	豕羹	hiu35	hiu2	hiu33	hiu2
12528	杳	影	蕭	效	開	四	上	O	烏晈	1	冥也深也寬也烏晈切十五	jiu35	jiu2	jiu33	jiu2
12529	窅	影	蕭	效	開	四	上	O	烏晈	2	深目皃	jiu35	jiu2	jiu33	jiu2
12530	窈	影	蕭	效	開	四	上	O	烏晈	1	窈窱深也靜也	jiu35	jiu2	jiu33	jiu2
12531	偠	影	蕭	效	開	四	上	O	烏晈	1	偠㒟好皃	jiu35	jiu2	jiu33	jiu2
12532	騕	影	蕭	效	開	四	上	O	烏晈	1	騕褭神馬日行千里	jiu35	jiu2	jiu33	jiu2
12533	𩡻	影	蕭	效	開	四	上	O	烏晈	1	上同（騕褭神馬日行千里）	jiu35	jiu2	jiu33	jiu2
12534	𨱧	影	蕭	效	開	四	上	O	烏晈	1	𨱧䦊長而不勁	jiu35	jiu2	jiu33	jiu2
12535	葽	影	蕭	效	開	四	上	O	烏晈	4	爾雅云遠志也	jiu35	jiu2	jiu33	jiu2
12536	㫏	影	蕭	效	開	四	上	O	烏晈	1	旗類	jiu35	jiu2	jiu33	jiu2
12537	鴢	影	蕭	效	開	四	上	O	烏晈	2	爾雅曰鴢頭鵁郭璞云似鳧腳近尾略不能行又音拗	jiu35	jiu2	jiu33	jiu2
12538	婹	影	蕭	效	開	四	上	O	烏晈	1	婹㜵細弱	jiu35	jiu2	jiu33	jiu2
12539	㫐	影	蕭	效	開	四	上	O	烏晈	2	合也	jiu35	jiu2	jiu33	jiu2
12540	䆞	影	蕭	效	開	四	上	O	烏晈	2	遠也隱也說文冥也	jiu35	jiu2	jiu33	jiu2
12541	𡧮	影	蕭	效	開	四	上	O	烏晈	1	說文曰戶樞聲也室之東南隅也	jiu35	jiu2	jiu33	jiu2
12542	苭	影	蕭	效	開	四	上	O	烏晈	1	草長	jiu35	jiu2	jiu33	jiu2
12543	嬲	泥	蕭	效	開	四	上	O	奴鳥	1	戲相擾奴鳥切九	niu24	niu5	niu24	niu5
12544	嫋	泥	蕭	效	開	四	上	O	奴鳥	1	長弱皃	niu24	niu5	niu24	niu5
12545	䦊	泥	蕭	效	開	四	上	O	奴鳥	1	𨱧䦊	niu24	niu5	niu24	niu5
12546	㒟	泥	蕭	效	開	四	上	O	奴鳥	1	偠㒟	niu24	niu5	niu24	niu5
12547	褭	泥	蕭	效	開	四	上	O	奴鳥	1	騕褭	niu24	niu5	niu24	niu5
12548	嬈	泥	蕭	效	開	四	上	O	奴鳥	3	苛酷也又擾戲弄也又音遶	niu24	niu5	niu24	niu5
12549	㜵	泥	蕭	效	開	四	上	O	奴鳥	1	婹㜵	niu24	niu5	niu24	niu5
12550	䃵	泥	蕭	效	開	四	上	O	奴鳥	1	䃵䂪	niu24	niu5	niu24	niu5
12551	𢸣	泥	蕭	效	開	四	上	O	奴鳥	1	摘也	niu24	niu5	niu24	niu5
12552	皛	匣	蕭	效	開	四	上	O	胡了	2	明也胡了切五		hiu6		hiu6
12553	㵿	匣	蕭	效	開	四	上	O	胡了	1	水渺㵿皃		hiu6		hiu6
12554	芍	匣	蕭	效	開	四	上	O	胡了	5	鳧茈草又市若切		hiu6		hiu6
12555	𦯪	匣	蕭	效	開	四	上	O	胡了	1	上同（鳧茈草又市若切）		hiu6		hiu6
12556	𠄔	匣	蕭	效	開	四	上	O	胡了	1	修續譜云相誑也玉篇音患		hiu6		hiu6
12557	窕	定	蕭	效	開	四	上	O	徒了	1	美色曰窕詩注云窈窕幽閒也徒了切八	tiu22	diu6	tiu22	diu6
12558	𤕷	定	蕭	效	開	四	上	O	徒了	1	𤕷牀子	tiu22	diu6	tiu22	diu6
12559	𤱩	定	蕭	效	開	四	上	O	徒了	1	疁田中穴	tiu22	diu6	tiu22	diu6
12560	誂	定	蕭	效	開	四	上	O	徒了	1	弄也俗作挑說文曰相呼誘也	tiu22	diu6	tiu22	diu6
12561	掉	定	蕭	效	開	四	上	O	徒了	3	搖尾又動	tiu22	diu6	tiu22	diu6
12562	嬥	定	蕭	效	開	四	上	O	徒了	4	嬥嬥往來皃韓詩云嬥歌巴人歌也	tiu22	diu6	tiu22	diu6
12563	挑	定	蕭	效	開	四	上	O	徒了	3	挑戰亦弄也輕也	tiu22	diu6	tiu22	diu6
12564	䂽	定	蕭	效	開	四	上	O	徒了	1	磽䂽	tiu22	diu6	tiu22	diu6
