tab_id	word	word_note	page	old_jp	old_jp_type	old_jp_note	expl	ipa	jyutping
4336	惱		P335	꜃nò				nou13	nou5
4337	匘|腦		P335	꜃nò				nou13	nou5
4338	瑙|碯		P335	꜃nò				nou13	nou5
4339	弩		P335	꜃nò				nou13	nou5
4340	努		P335	꜃nò				nou13	nou5
4341	怒		P335	nò꜅				nou22	nou6
4342	內		P335	noi꜅				nɔi22	noi6
4343	柰|奈		P335	noi꜅				nɔi22	noi6
4344	耐		P336	noi꜅				nɔi22	noi6
4345	諾		P336	nok꜇				nɔk2	nok8
4346	囊	字頭本作「襄」，今從索引作「囊」(P.807)	P336	꜁nong				nɔŋ21	nong4
4347	瓤		P336	꜁nong				nɔŋ21	nong4
4348	曩		P336	꜃nong				nɔŋ13	nong5
4349	攘		P336	꜃nong				nɔŋ13	nong5
4350	女		P336	꜃nü			A female; an unmarried women, a girl; a daughter; feminine, female; …	ny13	nyu5
4351	女		P336	nü꜅			To marry a daughter out; to give a daughter in marriage	ny22	nyu6
4352	餒		P724	꜃nui				nʊy13	neoi5
4353	忸		P337	nuk꜆				nʊk5	nuk7
4354	恧		P337	nuk꜆				nʊk5	nuk7
4355	衄		P337	nuk꜆				nʊk5	nuk7
4356	躅		P337	nuk꜇				nʊk2	nuk8
4357	煖		P337	꜃nün				nyn13	nyun5
4358	暖		P337	꜃nün				nyn13	nyun5
4359	餪		P337	꜃nün				nyn13	nyun5
4360	嫩		P337	nün꜅				nyn22	nyun6
4361	烘		P337	꜀nung				nʊŋ55	nung1
4362	農		P338	꜁nung				nʊŋ21	nung4
4363	儂		P338	꜁nung				nʊŋ21	nung4
4364	濃		P338	꜁nung				nʊŋ21	nung4
4365	醲		P338	꜁nung				nʊŋ21	nung4
4366	膿		P338	꜁nung				nʊŋ21	nung4
4367	穠		P338	꜁nung				nʊŋ21	nung4
4368	訥|吶		P338	nut꜇				nʊt2	neot8
4369	呵|阿		P338	꜀o				ʔɔ5	o1
4370	呵|阿		P338	á꜄			An initial particle, used before names	ʔa33	aa3
4371	呵|阿		P338	ngá꜄	Also pronunced/read			ŋa33	ngaa3
4372	柯		P339	꜀o				ʔɔ5	o1
4373	珂		P339	꜀o				ʔɔ5	o1
4374	哿		P339	꜀o				ʔɔ5	o1
4375	軻		P339	꜀o				ʔɔ5	o1
4376	妸|娿		P339	꜀o				ʔɔ5	o1
4377	疴|痾		P339	꜀o				ʔɔ5	o1
4378	魺		P339	꜀o				ʔɔ5	o1
4379	屙		P339	꜀o				ʔɔ5	o1
4380	爊		P339	꜀ò				ʔou55	ou1
4381	熬		P339	꜀ò				ʔou55	ou1
4382	熬		P339	ngò꜅	Usually pronunced/read			ŋou22	ngou6
4383	鏖		P339	꜀ò				ʔou55	ou1
4384	擙		P339	꜀ò				ʔou55	ou1
4385	襖		P339	꜂ò				ʔou35	ou2
4386	懊		P339	꜂ò				ʔou35	ou2
4387	𩼈		P339	꜂ò				ʔou35	ou2
4388	媼|媪		P339	꜂ò				ʔou35	ou2
4389	奧|奥		P339	ò꜄				ʔou33	ou3
4390	澳		P340	ò꜄				ʔou33	ou3
4391	𡒃		P340	ò꜄				ʔou33	ou3
4392	哀		P340	꜀oi				ʔɔi55	oi1
4393	埃		P340	꜀oi				ʔɔi55	oi1
4394	涘		P340	꜀oi				ʔɔi55	oi1
4395	欸|唉	「欸」原字模作「欵」	P340	꜀oi				ʔɔi55	oi1
4396	靄		P340	꜂oi				ʔɔi35	oi2
4397	靉		P340	꜂oi				ʔɔi35	oi2
4398	藹		P340	꜂oi				ʔɔi35	oi2
4399	曖		P340	꜂oi				ʔɔi35	oi2
4400	僾		P340	꜂oi				ʔɔi35	oi2
4401	愛		P340	oi꜄				ʔɔi33	oi3
4402	惡		P341	ok꜆				ʔɔk5(3)	ok7°
4403	堊		P341	ok꜆				ʔɔk5(3)	ok7°
4404	庵|𤲅|菴		P341	꜀òm				ʔɔm55	om1
4405	䳺		P341	꜀òm				ʔɔm55	om1
4406	啽		P724	꜀òm				ʔɔm55	om1
4407	掩|揞		P341	꜂òm				ʔɔm35	om2
4408	掩		P341	꜂ím				jim35	jim2
4409	諳		P342	꜂òm				ʔɔm35	om2
4410	闇		P342	꜂òm				ʔɔm35	om2
4411	黯		P342	꜂òm				ʔɔm35	om2
4412	欿		P342	꜂òm				ʔɔm35	om2
4413	欿		P342	꜀t‘ám				tʰam55	taam1
4414	暗		P342	òm꜄				ʔɔm33	om3
4415	安		P342，724	꜀on				ʔɔn55	on1
4416	鞍		P343	꜀on				ʔɔn55	on1
4417	案		P343	on꜄				ʔɔn33	on3
4418	按		P343	on꜄				ʔɔn33	on3
4419	盎		P343	ong꜄				ʔɔŋ33	ong3
4420	巴		P343	꜀pá				pa55	baa1
4421	吧		P344	꜀pá				pa55	baa1
4422	爸		P344	꜀pá				pa55	baa1
4423	疤		P344	꜀pá				pa55	baa1
4424	羓		P344	꜀pá				pa55	baa1
4425	豝		P344	꜀pá				pa55	baa1
4426	舥		P344	꜀pá				pa55	baa1
4427	葩		P344	꜀pá				pa55	baa1
4428	芭		P344	꜀pá				pa55	baa1
4429	耙|鈀		P344	꜀pá				pa55	baa1
4430	笆		P725	꜀pá				pa55	baa1
4431	把		P344，725	꜂pá				pa35	baa2
4432	霸|伯|覇		P344	pá꜄				pa33	baa3
4433	欛		P345	pá꜄				pa33	baa3
4434	壩|垻		P345	pá꜄				pa33	baa3
4435	灞		P345	pá꜄				pa33	baa3
4436	弝		P345	pá꜄				pa33	baa3
4437	靶		P345	pá꜄				pa33	baa3
4438	𫬘		P345	pá꜄				pa33	baa3
4439	罷		P345	pá꜅				pa22	baa6
4440	跁		P345	꜀p‘á				pʰa55	paa1
4441	杷		P345	꜁p‘á				pʰa21	paa4
4442	琶		P345	꜁p‘á				pʰa21	paa4
4443	潖		P345	꜁p‘á				pʰa21	paa4
4444	爬		P345	꜁p‘á			Interchanged with 耙 [꜀pá]; to scratch; to crawl, to creep; to rake, to scratch up, to flaw; to climb, to scale, to clamber; …	pʰa21	paa4
4445	扒		P346	꜁p‘á				pʰa21	paa4
4446	帕|帊		P346	p‘á꜄				pʰa33	paa3
4447	帕		P346	mak꜇	Also pronunced/read			mɐk2	mak8
4448	怕		P346	p‘á꜄				pʰa33	paa3
4449	跛		P346	꜀pai				pɐi55	bai1
4450	鎞		P346	꜀pai				pɐi55	bai1
4451	閉		P346	pai꜄				pɐi33	bai3
4452	貱		P346	pai꜄				pɐi33	bai3
4453	蔽		P346	pai꜄				pɐi33	bai3
4454	贔		P346	pai꜄				pɐi33	bai3
4455	敝		P347	pai꜅				pɐi22	bai6
4456	弊|𡚁		P347	pai꜅				pɐi22	bai6
4457	幣		P347	pai꜅				pɐi22	bai6
4458	斃		P347	pai꜅				pɐi22	bai6
4459	狴		P347	pai꜅				pɐi22	bai6
4460	陛		P347	pai꜅				pɐi22	bai6
4461	稗		P347	pai꜅				pɐi22	bai6
4462	批		P347	꜀p‘ai				pʰɐi55	pai1
4463	砒		P348	꜀p‘ai				pʰɐi55	pai1
4464	披		P348	꜀p‘ai				pʰɐi55	pai1
4465	睥		P348	꜃p‘ai				pʰɐi13	pai5
4466	擺		P348	꜂pái				pai35	baai2
4467	拜		P348	pái꜄				pai33	baai3
4468	湃		P725	pái꜄				pai33	baai3
4469	敗		P348	pái꜅				pai22	baai6
4470	唄		P725	pái꜅				pai22	baai6
4471	○		P349	꜀p‘ái			A colloquial word; to brag, to boast, to vaunt one's self or doings; [꜀shí ꜀p‘ái ꜁yan], to crow over one	pʰai55	paai1
4472	排		P349	꜁p‘ái				pʰai21	paai4
4473	俳		P349	꜁p‘ái				pʰai21	paai4
4474	牌		P349	꜁p‘ái				pʰai21	paai4
4475	𥱼		P349	꜁p‘ái				pʰai21	paai4
4476	派		P349	p‘ái꜄				pʰai33	paai3
4477	憊		P349	p‘ái꜄				pʰai33	paai3
4478	北		P350	pak꜆				pɐk5	bak7
4479	百		P350	pák꜆				pak5(3)	baak7°
4480	魄		P350	pák꜆				pak5(3)	baak7°
4481	伯		P350	pák꜆				pak5(3)	baak7°
4482	佰		P350	pák꜆				pak5(3)	baak7°
4483	柏|栢		P350	pák꜆				pak5(3)	baak7°
4484	舶		P350	pák꜆				pak5(3)	baak7°
4485	珀		P350	pák꜆				pak5(3)	baak7°
4486	白		P351	pák꜇				pak2	baak8
4487	帛		P351	pák꜇				pak2	baak8
4488	匐		P351	pák꜇				pak2	baak8
4489	蔔		P351	pák꜇				pak2	baak8
4490	拍		P351	p‘ák꜆				pʰak5(3)	paak7°
4491	賓|賔		P352	꜀pan				pɐn55	ban1
4492	檳|梹		P352	꜀pan				pɐn55	ban1
4493	濱		P352	꜀pan				pɐn55	ban1
4494	𬛜|臏		P352	꜀pan				pɐn55	ban1
4495	繽		P352	꜀pan				pɐn55	ban1
4496	蠙		P352	꜀pan				pɐn55	ban1
4497	邠|豳		P352	꜀pan				pɐn55	ban1
4498	奔		P352	꜀pan				pɐn55	ban1
4499	彬|斌		P352	꜀pan				pɐn55	ban1
4500	賁		P352	꜀pan				pɐn55	ban1
4501	賁		P352	꜃fan				fɐn13	fan5
4502	禀|稟		P352	꜂pan				pɐn35	ban2
4503	品		P353	꜂pan				pɐn35	ban2
4504	儐		P353	pan꜄				pɐn33	ban3
4505	擯		P353	pan꜄				pɐn33	ban3
4506	捹		P353	pan꜄				pɐn33	ban3
4507	嬪		P353	pan꜄				pɐn33	ban3
4508	殯		P353	pan꜄				pɐn33	ban3
4509	鬂|鬢		P353	pan꜄				pɐn33	ban3
4510	笨		P353	pan꜅				pɐn22	ban6
4511	貧		P354	꜁p‘an				pʰɐn21	pan4
4512	頻		P354	꜁p‘an				pʰɐn21	pan4
4513	蘋		P354	꜁p‘an				pʰɐn21	pan4
4514	㰋		P354	꜁p‘an				pʰɐn21	pan4
4515	顰		P354	꜁p‘an				pʰɐn21	pan4
4516	牝		P354	꜃p‘an				pʰɐn13	pan5
4517	牝		P354	꜃fan	Sometimes read			fɐn13	fan5
4518	噴		P354	p‘an꜄				pʰɐn33	pan3
4519	濆		P354	p‘an꜄				pʰɐn33	pan3
4520	般		P354	꜀pán				pan55	baan1
4521	頒		P355	꜀pán				pan55	baan1
4522	班		P355	꜀pán				pan55	baan1
4523	斑		P355	꜀pán				pan55	baan1
4524	斒		P355	꜀pán				pan55	baan1
4525	螌		P355	꜀pán				pan55	baan1
4526	板	原字模作「扳」，據勘誤表改	P355，725	꜂pán				pan35	baan2
4527	版		P356	꜂pán				pan35	baan2
4528	昄		P356	꜂pán				pan35	baan2
4529	扮		P356	pán꜅				pan22	baan6
4530	扮		P356	꜂fan				fɐn35	fan2
4531	𢲔		P356	pán꜅				pan22	baan6
4532	辦		P356，725	pán꜅				pan22	baan6
4533	瓣		P356	pán꜅				pan22	baan6
4534	湴		P356	pán꜅				pan22	baan6
4535	攀|扳		P356	꜀p‘án				pʰan55	paan1
4536	眅		P357	꜀p‘án				pʰan55	paan1
4537	盼	字頭本作「昐」，今從索引作「盼」(P.787)	P357	p‘án꜄				pʰan33	paan3
4538	崩		P357	꜀pang				pɐŋ55	bang1
4539	凭		P357	pang꜅				pɐŋ22	bang6
4540	烹		P357	꜀p‘ang				pʰɐŋ55	pang1
4541	朋		P357，725	꜁p‘ang				pʰɐŋ21	pang4
4542	鵬		P357	꜁p‘ang				pʰɐŋ21	pang4
4543	硼		P357	꜁p‘ang				pʰɐŋ21	pang4
4544	𠗦|憑		P357	꜁p‘ang				pʰɐŋ21	pang4
4545	綳		P725	꜁p‘ang				pʰɐŋ21	pang4
4546	馮		P358	꜁p‘ang				pʰɐŋ21	pang4
4547	棒		P358	꜃páng				paŋ13	baang5
4548	𠾴		P358	páng꜅				paŋ22	baang6
4549	彭		P358	꜁p‘áng				pʰaŋ21	paang4
4550	蟛		P358	꜁p‘áng				pʰaŋ21	paang4
4551	澎		P358	꜁p‘áng				pʰaŋ21	paang4
4552	膨		P358	꜁p‘áng				pʰaŋ21	paang4
4553	棚		P358	꜁p‘áng				pʰaŋ21	paang4
4554	不		P358	pat꜆				pɐt5	bat7
4555	畢		P359	pat꜆				pɐt5	bat7
4556	嗶		P359	pat꜆				pɐt5	bat7
4557	蓽		P359	pat꜆				pɐt5	bat7
4558	篳		P359	pat꜆				pɐt5	bat7
4559	蹕		P359	pat꜆				pɐt5	bat7
4560	韠		P359	pat꜆				pɐt5	bat7
4561	筆		P359	pat꜆				pɐt5	bat7
4562	㮿		P360	pat꜆				pɐt5	bat7
4563	弼		P360	pat꜇				pɐt2	bat8
4564	拂		P360	pat꜇				pɐt2	bat8
4565	拂		P360	fat꜆	Usually pronunced/read			fɐt5	fat7
4566	疋		P360	p‘at꜆				pʰɐt5	pat7
4567	匹		P360	p‘at꜆				pʰɐt5	pat7
4568	鴄		P360	p‘at꜆				pʰɐt5	pat7
4569	八|捌		P360	pát꜆				pat5(3)	baat7°
4570	捌		P360	pát꜆				pat5(3)	baat7°
4571	拔|抜		P360	pát꜇				pat2	baat8
4572	拔|抜		P360	pat꜇	Often pronunced/spoken			pɐt2	bat8
4573	茇		P361	pát꜇				pat2	baat8
4574	茇		P361	pút꜇	Often pronunced/spoken			put2	but8
4575	魃		P361	pát꜇				pat2	baat8
4576	裒		P361	꜀pau				pɐu55	bau1
4577	裒		P361	꜀fau	Also pronunced/read			fɐu55	fau1
4578	吥		P361，725	pau꜅			To draw in the breath|A colloquial word; flabby, puffy, spongy, tumid, swelled, fatty; empty, deceptive; [lau꜅ pau꜅] not firm; soft, like flesh…	pɐu22	bau6
4579	吥		P361，725	꜀pau				pɐu55	bau1
4580	剖		P361	꜂p‘au				pʰɐu35	pau2
4581	掊		P361	꜂p‘au			Interchanged with [꜀pau] 裒; to add; to grash, to take to one; to exact; to get salt out of seawater; …	pʰɐu35	pau2
4582	包		P361	꜀páu				pau55	baau1
4583	胞		P362	꜀páu				pau55	baau1
4584	苞		P362	꜀páu				pau55	baau1
4585	鮑		P362	꜀páu				pau55	baau1
4586	飽		P362	꜂páu				pau35	baau2
4587	爆		P362	páu꜄				pau33	baau3
4588	爆		P362	puk꜇	Also pronunced/read			pʊk2	buk8
4589	抛|拋		P362	꜀p‘áu				pʰau55	paau1
4590	庖		P362	꜁p‘áu				pʰau21	paau4
4591	咆		P362	꜁p‘áu				pʰau21	paau4
4592	炰		P362	꜁p‘áu			Interchanged with the preceding (咆), but more used for [p‘áu꜄] 炮 a gun	pʰau21	paau4
4593	匏		P362	꜁p‘áu				pʰau21	paau4
4594	鉋|刨		P362	꜁p‘áu				pʰau21	paau4
4595	鞄		P363	꜁p‘áu				pʰau21	paau4
4596	跑		P363	꜂p‘áu				pʰau35	paau2
4597	趵		P363	p‘áu꜄			Interchanged with the last (跑). Also read [pok꜆] to strike to feet together	pʰau33	paau3
4598	趵		P363	pok꜆			To strike to feet together	pɔk5(3)	bok7°
4599	豹		P363	p‘áu꜄				pʰau33	paau3
4600	炮		P363	p‘áu꜄				pʰau33	paau3
4601	礮|砲		P363	p‘áu꜄			Interchanged with 爆 [páu꜄]. A balista, once used in war; a cannon, great guns; fireworks; …	pʰau33	paau3
4602	泡		P363	p‘áu꜄				pʰau33	paau3
4603	啤		P363	꜀pé				pɛ55	be1
4604	○		P725	꜃pé			A colloquial word. The reeling of a tipsy man; [꜁hang tak꜆ ꜃pé ꜃pé ꜃há], reeling and staggering, as he goes	pɛ13	be5
4605	嚊		P363	pé꜅				pɛ22	be6
4606	卑		P363	꜀pí				pi55	bi1
4607	碑		P363	꜀pí				pi55	bi1
4608	磇		P363	꜀pí			Same as [꜀p‘ai] 砒. An ore of arsenic, realgar, the red sulphuret of arsenic. Also read [꜀fí]	pi55	bi1
4609	磇		P363	꜀fí	Also pronunced/read			fi55	fi1
4610	萆|𦱔		P725	꜀pí				pi55	bi1
4611	悲		P364	꜀pí				pi55	bi1
4612	陂		P364	꜀pí				pi55	bi1
4613	羆		P364	꜀pí				pi55	bi1
4614	屄		P364	꜀pí				pi55	bi1
4615	比		P364	꜂pí				pi35	bi2
4616	妣		P364	꜂pí				pi35	bi2
4617	彼		P364	꜂pí				pi35	bi2
4618	畀		P364	꜂pí				pi35	bi2
4619	俾		P364	꜂pí				pi35	bi2
4620	捭		P364	꜂pí			To throw down. Same as 擺 [꜂pái]. Also to strike the hands together	pi35	bi2
4621	匕		P725	꜂pí				pi35	bi2
4622	痞		P725	꜂pí				pi35	bi2
4623	賁		P364	pí꜄				pi33	bi3
4624	庇		P364	pí꜄				pi33	bi3
4625	泌		P364	pí꜄				pi33	bi3
4626	祕|秘		P364	pí꜄				pi33	bi3
4627	苾		P364	pí꜄				pi33	bi3
4628	苾		P364	pít꜆				pit5	bit7
4629	怭		P365	pí꜄				pi33	bi3
4630	佖		P365	pí꜄				pi33	bi3
4631	佖		P365	pít꜆	Usually pronunced/read			pit5	bit7
4632	毖		P365	pí꜄				pi33	bi3
4633	閟		P365	pí꜄				pi33	bi3
4634	駜		P365	pí꜄				pi33	bi3
4635	痺		P365	pí꜄				pi33	bi3
4636	臂		P365	pí꜄				pi33	bi3
4637	鼻		P365	pí꜅				pi22	bi6
4638	箆|篦		P365	pí꜅				pi22	bi6
4639	避		P365	pí꜅				pi22	bi6
4640	備|偹		P366	pí꜅				pi22	bi6
4641	嬖		P366	pí꜅				pi22	bi6
4642	比		P366	pí꜅				pi22	bi6
4643	被		P366	pí꜅				pi22	bi6
4644	轡		P366	pí꜅				pi22	bi6
4645	𫫢		P366	pí꜅				pi22	bi6
4646	庳		P366	pí꜅				pi22	bi6
4647	丕		P366	꜀p‘í				pʰi55	pi1
4648	伾		P366	꜀p‘í				pʰi55	pi1
4649	豾		P366	꜀p‘í				pʰi55	pi1
4650	駓		P366	꜀p‘í				pʰi55	pi1
4651	披		P366	꜀p‘í				pʰi55	pi1
4652	被		P367	꜀p‘í				pʰi55	pi1
4653	㓟		P367	꜀p‘í				pʰi55	pi1
4654	皮		P367	꜁p‘í				pʰi21	pi4
4655	疲		P367	꜁p‘í				pʰi21	pi4
4656	罷		P367	꜁p‘í				pʰi21	pi4
4657	詖		P367	꜁p‘í				pʰi21	pi4
4658	仳		P367	꜁p‘í				pʰi21	pi4
4659	枇		P367	꜁p‘í				pʰi21	pi4
4660	琵		P367	꜁p‘í				pʰi21	pi4
4661	毗		P367	꜁p‘í				pʰi21	pi4
4662	媲		P367	꜁p‘í				pʰi21	pi4
4663	膍		P367	꜁p‘í				pʰi21	pi4
4664	貔		P367	꜁p‘í				pʰi21	pi4
4665	埤		P368	꜁p‘í				pʰi21	pi4
4666	粃		P368	꜁p‘í				pʰi21	pi4
4667	脾		P368	꜁p‘í			The stomach, the internal tunic which digests the food, the digestion; the temper; to stop; …	pʰi21	pi4
4668	脾		P368	꜂pí			Full, ample, as a dress	pi35	bi2
4669	粺		P368	꜁p‘í				pʰi21	pi4
4670	裨		P368	꜁p‘í				pʰi21	pi4
4671	陴		P368	꜁p‘í				pʰi21	pi4
4672	鼙		P368	꜁p‘í				pʰi21	pi4
4673	蚍		P368	꜁p‘í				pʰi21	pi4
4674	痞		P368	꜂p‘í				pʰi35	pi2
4675	否		P368	꜂p‘í				pʰi35	pi2
4676	鄙		P368	꜂p‘í				pʰi35	pi2
4677	圮		P368	꜂p‘í				pʰi35	pi2
4678	被		P368	꜃p‘í				pʰi13	pi5
4679	婢		P368	꜃p‘í				pʰi13	pi5
4680	譬		P369	p‘í꜄				pʰi33	pi3
4681	屁		P369	p‘í꜄				pʰi33	pi3
4682	碧		P369	pik꜆				pɪk5	bik7
4683	偪|逼		P369	pik꜆				pɪk5	bik7
4684	煏		P369	pik꜆				pɪk5	bik7
4685	壁		P369	pik꜆				pɪk5	bik7
4686	璧		P369	pik꜆				pɪk5	bik7
4687	迫|廹		P369	pik꜆				pɪk5	bik7
4688	迫|廹		P369	pák꜆	Often pronunced/spoken			pak5(3)	baak7°
4689	愎		P369	pik꜆				pɪk5	bik7
4690	辟		P370	p‘ik꜆				pʰɪk5	pik7
4691	僻		P370	p‘ik꜆				pʰɪk5	pik7
4692	擗		P370	p‘ik꜆				pʰɪk5	pik7
4693	擗		P370	p‘ek꜆	Often pronunced/spoken			pʰɛk5(3)	pek7°
4694	闢		P370	p‘ik꜆				pʰɪk5	pik7
4695	霹		P370	p‘ik꜆				pʰɪk5	pik7
4696	劈		P370，725	p‘ik꜆				pʰɪk5	pik7
4697	劈		P370，725	p‘ek꜆				pʰɛk5(3)	pek7°
4698	癖		P370	p‘ik꜆				pʰɪk5	pik7
4699	甓		P370	p‘ik꜆				pʰɪk5	pik7
4700	襞		P370	p‘ik꜆				pʰɪk5	pik7
4701	躃		P370	p‘ik꜆				pʰɪk5	pik7
4702	邊		P370	꜀pín				pin55	bin1
4703	籩		P371	꜀pín				pin55	bin1
4704	蝙		P371	꜀pín				pin55	bin1
4705	編|緶		P371	꜀pín				pin55	bin1
4706	箯		P371	꜀pín				pin55	bin1
4707	胼|腁		P371	꜀pín				pin55	bin1
4708	胼|腁		P371	꜁p‘ing				pʰɪŋ21	ping4
4709	鞭		P371	꜀pín				pin55	bin1
4710	鯿		P371	꜀pín				pin55	bin1
4711	辮		P371	꜀pín				pin55	bin1
4712	扁		P371	꜂pín				pin35	bin2
4713	匾		P371	꜂pín				pin35	bin2
4714	褊		P371	꜂pín				pin35	bin2
4715	惼		P371	꜂pín				pin35	bin2
4716	貶		P371	꜂pín				pin35	bin2
4717	窆		P372	꜂pín				pin35	bin2
4718	變		P372	pín꜄				pin33	bin3
4719	便		P372	pín꜅				pin22	bin6
4720	辨		P372	pín꜅				pin22	bin6
4721	辯		P372	pín꜅				pin22	bin6
4722	卞		P373	pín꜅				pin22	bin6
4723	忭		P373	pín꜅				pin22	bin6
4724	汴		P373	pín꜅				pin22	bin6
4725	弁		P373	pín꜅				pin22	bin6
4726	拚		P373	pín꜅				pin22	bin6
4727	偏		P373	꜀p‘ín				pʰin55	pin1
4728	篇		P373	꜀p‘ín				pʰin55	pin1
4729	翩		P373	꜀p‘ín				pʰin55	pin1
4730	扁		P373	꜀p‘ín				pʰin55	pin1
4731	艑		P373	꜀p‘ín				pʰin55	pin1
4732	便		P373	꜁p‘ín				pʰin21	pin4
4733	徧|遍		P373	p‘ín꜄				pʰin33	pin3
4734	騙		P373	p‘ín꜄				pʰin33	pin3
4735	片		P374	p‘ín꜄				pʰin33	pin3
4736	兵		P374	꜀ping				pɪŋ55	bing1
4737	冰		P374	꜀ping				pɪŋ55	bing1
4738	掤		P374	꜀ping				pɪŋ55	bing1
4739	浜		P725	꜀ping				pɪŋ55	bing1
4740	丙		P374	꜂ping				pɪŋ35	bing2
4741	怲		P374	꜂ping				pɪŋ35	bing2
4742	昺		P375	꜂ping				pɪŋ35	bing2
4743	炳		P375	꜂ping				pɪŋ35	bing2
4744	邴		P375	꜂ping				pɪŋ35	bing2
4745	迸|逬		P375	꜂ping				pɪŋ35	bing2
4746	秉		P375	꜂ping				pɪŋ35	bing2
4747	箳|簈		P375	꜂ping				pɪŋ35	bing2
4748	摒		P375	꜂ping				pɪŋ35	bing2
4749	鞞		P375	꜂ping				pɪŋ35	bing2
4750	餅|餠		P375	꜂ping				pɪŋ35	bing2
4751	餅|餠		P375	꜂peng	Often pronunced/spoken			pɛŋ35	beng2
4752	柄		P375	ping꜄				pɪŋ33	bing3
4753	柄		P375	peng꜄	Often pronunced/spoken			pɛŋ33	beng3
4754	幷|并|並|竝		P375	ping꜄				pɪŋ33	bing3
4755	幷|并|並|竝		P375	ping꜅	Also pronunced/read			pɪŋ22	bing6
4756	併|倂		P375	ping꜄			Used for [꜂ping] 屏 and the preceding (幷,并,並,竝). On a line with, equal; to make one, to reduce to a uniform size of appearance; …	pɪŋ33	bing3
4757	病		P376	ping꜅				pɪŋ22	bing6
4758	病		P376	peng꜅	Often pronunced/spoken			pɛŋ22	beng6
4759	抨		P376	꜀p‘ing				pʰɪŋ55	ping1
4760	抨		P376	꜀p‘eng				pʰɛŋ55	peng1
4761	平		P376	꜁p‘ing				pʰɪŋ21	ping4
4762	平		P376	꜁p‘eng				pʰɛŋ21	peng4
4763	屏|屛		P376	꜁p‘ing			A screen; a wall made to screen a doorway…	pʰɪŋ21	ping4
4764	屏|屛		P376	꜂ping			To expel, to drive off, to scatter…	pɪŋ35	bing2
4765	伻		P377	꜁p‘ing				pʰɪŋ21	ping4
4766	抨		P377	꜁p‘ing				pʰɪŋ21	ping4
4767	枰		P377	꜁p‘ing				pʰɪŋ21	ping4
4768	苹		P377	꜁p‘ing				pʰɪŋ21	ping4
4769	萍		P377	꜁p‘ing				pʰɪŋ21	ping4
4770	評		P377	꜁p‘ing				pʰɪŋ21	ping4
4771	帲|帡		P377	꜁p‘ing				pʰɪŋ21	ping4
4772	瓶|缾|甁		P377	꜁p‘ing				pʰɪŋ21	ping4
4773	瓶|缾|甁		P377	꜁p‘eng				pʰɛŋ21	peng4
4774	駢|騈		P377	꜁p‘ing				pʰɪŋ21	ping4
4775	泙		P725	꜁p‘ing				pʰɪŋ21	ping4
4776	娉		P377	p‘ing꜄				pʰɪŋ33	ping3
4777	聘		P377	p‘ing꜄				pʰɪŋ33	ping3
4778	騁		P378	p‘ing꜄				pʰɪŋ33	ping3
4779	必		P378	pít꜆				pit5	bit7
4780	鼈|鱉		P378	pít꜆				pit5	bit7
4781	觱		P378	pít꜆				pit5	bit7
4782	鷩		P378	pít꜆				pit5	bit7
4783	別|别		P378	pít꜇				pit2	bit8
4784	撇|撆		P378	p‘ít꜆				pʰit5	pit7
4785	憋	字頭本作「𢠵」，今從索引作「憋」(P.763)	P379	p‘ít꜆				pʰit5	pit7
4786	瞥		P379	p‘ít꜆				pʰit5	pit7
4787	蹩		P379	p‘ít꜆				pʰit5	pit7
4788	標		P379	꜀piú				piu55	biu1
4789	縹		P379	꜀piú				piu55	biu1
4790	鏢		P379	꜀piú				piu55	biu1
4791	麃		P379	꜀piú				piu55	biu1
4792	鑣		P379	꜀piú				piu55	biu1
4793	儦		P379	꜀piú				piu55	biu1
4794	瀌		P379	꜀piú				piu55	biu1
4795	臕		P379	꜀piú				piu55	biu1
4796	驃		P726	꜀piú				piu55	biu1
4797	猋		P380	꜀piú				piu55	biu1
4798	髟		P380	꜀piú				piu55	biu1
4799	彪		P380	꜀piú				piu55	biu1
4800	滮		P380	꜀piú				piu55	biu1
4801	表		P380	꜂piú				piu35	biu2
4802	裱		P380	꜂piú				piu35	biu2
4803	𨉉		P380	piú꜅				piu22	biu6
4804	飄		P380	꜀p‘iú				pʰiu55	piu1
4805	漂		P380	꜀p‘iú				pʰiu55	piu1
4806	嘌		P380	꜀p‘iú				pʰiu55	piu1
4807	螵		P726	꜀p‘iú				pʰiu55	piu1
4808	薸		P380	꜁p‘iú				pʰiu21	piu4
4809	瓢		P381	꜁p‘iú				pʰiu21	piu4
4810	嫖		P381	꜁p‘iú				pʰiu21	piu4
4811	殍|莩		P381	꜃p‘iú				pʰiu13	piu5
4812	剽		P381	꜃p‘iú			Often used for [꜀piú] 標. A small bell; to strike, to pierce, to stab; …	pʰiu13	piu5
4813	摽		P381	꜃p‘iú			Also interchanged with [꜀piú] 標. To beat the breast; to lay the hand on the heart; to strike; to fall, as leaves; … A colloquial word; to throw, to heave away; to push off; …	pʰiu13	piu5
4814	鰾		P381	꜃p‘iú				pʰiu13	piu5
4815	票		P381	p‘iú꜄			Used with and for [꜀piú] 標. Like fire, rising swiftly, to singalize by fire; light, airy, soaring, waving, as a pennant; …	pʰiu33	piu3
4816	波		P381	꜀po				pɔ55	bo1
4817	𨸭|陂		P381	꜀po				pɔ55	bo1
4818	坡		P382	꜀po				pɔ55	bo1
4819	玻		P382	꜀po				pɔ55	bo1
